ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division,Source
GJ008900,Shri Niranjan Singh,Gujarat,0,Graduate,English,Languages and Fine Arts,Second,Supremo
GJ009000,Shri C R Samajpati,Gujarat,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
GJ009000,Shri C R Samajpati,Gujarat,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
UP022000,Dr. Surendra Mohan,Uttar Pradesh,0,Graduate,Physics,Natural Sciences,Second,Supremo
UP022000,Dr. Surendra Mohan,Uttar Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
UP022000,Dr. Surendra Mohan,Uttar Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
UP022000,Dr. Surendra Mohan,Uttar Pradesh,3,Ph. D.,N.A.,N.A.,Ordinary,Supremo
UP022000,Dr. Surendra Mohan,Uttar Pradesh,4,Post Ph.D.,History,Social Science and Liberal Arts,Ordinary,Supremo
UP022100,Shri Jl Bajaj,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UP022100,Shri Jl Bajaj,Uttar Pradesh,1,P.G.,Economic Dev.,Social Science and Liberal Arts,Ordinary,Supremo
UP022100,Shri Jl Bajaj,Uttar Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
UP022200,Shri Yogesh Chandra,Uttar Pradesh,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
UP022200,Shri Yogesh Chandra,Uttar Pradesh,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
UP022300,Shri Dr Singh,Uttar Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second,Supremo
UP022300,Shri Dr Singh,Uttar Pradesh,1,P.G.,History,Social Science and Liberal Arts,First,Supremo
UP022401,Shri B Sahay,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UP022401,Shri B Sahay,Uttar Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
UP022401,Shri B Sahay,Uttar Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
WB012000,Shri Kalyan Biswas,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
WB012000,Shri Kalyan Biswas,West Bengal,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
WB012100,Shri Sl Bose,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
WB012100,Shri Sl Bose,West Bengal,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
WB012200,Shri K Mishra,West Bengal,0,Diploma,Management,"Engineering, Technology and Mathematics",Ordinary,Supremo
WB012200,Shri K Mishra,West Bengal,1,Graduate,English,Languages and Fine Arts,First,Supremo
WB012200,Shri K Mishra,West Bengal,2,P.G.,Philosophy,Social Science and Liberal Arts,First,Supremo
WB012300,Shri G Venkataramnan,West Bengal,0,Graduate,Statistics,"Engineering, Technology and Mathematics",First,Supremo
WB012300,Shri G Venkataramnan,West Bengal,1,P.G.,Statistics,"Engineering, Technology and Mathematics",First,Supremo
WB012400,Shri Hp Shabong,West Bengal,0,Graduate,History,Social Science and Liberal Arts,Ordinary,Supremo
WB012500,Shri Jaladindu Misra,West Bengal,0,Graduate,Commerce,Finance,Ordinary,Supremo
WB012500,Shri Jaladindu Misra,West Bengal,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
HP002200,Shri Ms Mukherjee,Himachal Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
HP002200,Shri Ms Mukherjee,Himachal Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
HP002300,Shri S Kumar Chauhan,Himachal Pradesh,0,Graduate,English Lit,Languages and Fine Arts,Second,Supremo
HP002300,Shri S Kumar Chauhan,Himachal Pradesh,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
HP002400,Shri Sm Kanwar,Himachal Pradesh,0,Graduate,Law,"Governance, Law and Management",Second,Supremo
HP002400,Shri Sm Kanwar,Himachal Pradesh,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",Third,Supremo
HP002400,Shri Sm Kanwar,Himachal Pradesh,2,P.G.,Law,"Governance, Law and Management",Ordinary,Supremo
HP002500,Shri Attar Singh,Himachal Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
HP002500,Shri Attar Singh,Himachal Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Third,Supremo
HY004800,Shri Hd Bansal,Haryana,0,Certificate,Trade,"Governance, Law and Management",Ordinary,Supremo
HY004800,Shri Hd Bansal,Haryana,1,Graduate,History,Social Science and Liberal Arts,Second,Supremo
HY004800,Shri Hd Bansal,Haryana,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
HY005000,Shri Kk Sharma,Haryana,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
HY005000,Shri Kk Sharma,Haryana,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
JK001400,Shri Mp Khosla,Jammu & Kashmir,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
JK001400,Shri Mp Khosla,Jammu & Kashmir,1,P.G.,English,Languages and Fine Arts,Third,Supremo
JK001500,Shri Cb Budgujar,Jammu & Kashmir,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third,Supremo
JK001500,Shri Cb Budgujar,Jammu & Kashmir,1,P.G.,Political Sc.,Social Science and Liberal Arts,Third,Supremo
KL005800,Shri Cp Nair,Kerala,0,Diploma,Urban Planning,"Governance, Law and Management",Ordinary,Supremo
KL005800,Shri Cp Nair,Kerala,1,Graduate,English Lit,Languages and Fine Arts,First,Supremo
KL005800,Shri Cp Nair,Kerala,2,P.G.,English Lit,Languages and Fine Arts,First,Supremo
KL005900,Shri R Narayanan,Kerala,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second,Supremo
KL006000,Shri Js Badhan,Kerala,0,Graduate,English,Languages and Fine Arts,Second,Supremo
KL006000,Shri Js Badhan,Kerala,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
KN007500,Shri Sb Muddappa,Karnataka,0,Graduate,English Lit,Languages and Fine Arts,First,Supremo
KN007500,Shri Sb Muddappa,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
KN007600,Shri C Noronha,Karnataka,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
KN007600,Shri C Noronha,Karnataka,1,Graduate,Law,"Governance, Law and Management",Third,Supremo
KN007600,Shri C Noronha,Karnataka,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
KN007700,Shri Mc Das,Karnataka,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
KN007700,Shri Mc Das,Karnataka,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
AM007200,Shri Rv Pillai,Assam Meghalya,0,Diploma,Urban Planning,"Governance, Law and Management",Ordinary,Supremo
AM007200,Shri Rv Pillai,Assam Meghalya,1,Graduate,English,Languages and Fine Arts,Second,Supremo
AM007200,Shri Rv Pillai,Assam Meghalya,2,P.G.,Zoology,Natural Sciences,First,Supremo
AP013200,Shri K Madhava Rao,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Third,Supremo
AP013200,Shri K Madhava Rao,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
AP013301,Shri M Gopalakrishna,Andhra Pradesh,0,Graduate,Law,"Governance, Law and Management",First,Supremo
AP013301,Shri M Gopalakrishna,Andhra Pradesh,1,Graduate,Physics,Natural Sciences,Third,Supremo
BH015400,Shri R K Sinha,Bihar,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",First,Supremo
MH013500,Shri P Abraham,Maharashtra,0,N.A.,N.A.,N.A.,N.A.,Supremo
MP014700,Shri Mr Sivaraman,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP014700,Shri Mr Sivaraman,Madhya Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
MP015200,Shri Rv Gupta,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR009900,Shri Pc Hota,Odisha,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
OR009900,Shri Pc Hota,Odisha,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
UP022400,Shri Mata Prasad,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
UP022400,Shri Mata Prasad,Uttar Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
UT002900,Shri Rk Ahuja,A G M U T,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second,Supremo
UT002900,Shri Rk Ahuja,A G M U T,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
MH012800,Shri D K Afzulpurkar,Maharashtra,0,Diploma,Social Sciences,Social Science and Liberal Arts,Ordinary,Supremo
MH012800,Shri D K Afzulpurkar,Maharashtra,1,Graduate,Zoology,Natural Sciences,Second,Supremo
MH012800,Shri D K Afzulpurkar,Maharashtra,2,P.G.,Zoology,Natural Sciences,First,Supremo
MH013000,Shri Sp Upasani,Maharashtra,0,Graduate,Accountancy,Finance,First,Supremo
MH013000,Shri Sp Upasani,Maharashtra,1,Graduate,Law,"Governance, Law and Management",First,Supremo
MH013000,Shri Sp Upasani,Maharashtra,2,P.G.,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
MH013000,Shri Sp Upasani,Maharashtra,3,P.G.,Commerce,Finance,Second,Supremo
MH013100,Shri Vs Gopalkrishn,Maharashtra,0,Certificate,Italian,Languages and Fine Arts,Ordinary,Supremo
MH013100,Shri Vs Gopalkrishn,Maharashtra,1,Diploma,French,Languages and Fine Arts,Ordinary,Supremo
MH013100,Shri Vs Gopalkrishn,Maharashtra,2,Graduate,Physics,Natural Sciences,First,Supremo
MH013100,Shri Vs Gopalkrishn,Maharashtra,3,P.G.,Physics,Natural Sciences,Ordinary,Supremo
MH013200,Shri P Subrahmanyam,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MH013200,Shri P Subrahmanyam,Maharashtra,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
MH013200,Shri P Subrahmanyam,Maharashtra,2,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
MH013200,Shri P Subrahmanyam,Maharashtra,3,P.G.,Social Planning,"Governance, Law and Management",Ordinary,Supremo
MH013300,Shri Ck Modi,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MH013300,Shri Ck Modi,Maharashtra,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
MH013400,Shri Rc Sinha,Maharashtra,0,Diploma,Urban Planning,"Governance, Law and Management",Ordinary,Supremo
MH013400,Shri Rc Sinha,Maharashtra,1,Graduate,English,Languages and Fine Arts,Second,Supremo
MH013400,Shri Rc Sinha,Maharashtra,2,Graduate,Law,"Governance, Law and Management",Second,Supremo
MH013400,Shri Rc Sinha,Maharashtra,3,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
MH013600,Shri Rl Pardeep,Maharashtra,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third,Supremo
MH013600,Shri Rl Pardeep,Maharashtra,1,P.G.,English,Languages and Fine Arts,Third,Supremo
MH013700,Shri Anil Kumar,Maharashtra,0,Graduate,Philosophy,Social Science and Liberal Arts,Second,Supremo
MH013700,Shri Anil Kumar,Maharashtra,1,P.G.,Philosophy,Social Science and Liberal Arts,Second,Supremo
MP014500,Ms. Mv Garde,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,Second,Supremo
MP014800,Shri Vk Shunglu,Madhya Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP014800,Shri Vk Shunglu,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
MP014900,Shri Ak Chandra,Madhya Pradesh,0,Certificate,Trade,"Governance, Law and Management",Ordinary,Supremo
MP014900,Shri Ak Chandra,Madhya Pradesh,1,Graduate,Chemistry,Natural Sciences,Second,Supremo
MP015000,Shri Nr Krishnan,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
MP015000,Shri Nr Krishnan,Madhya Pradesh,1,P.G.,Chemistry,Natural Sciences,First,Supremo
MP015100,Shri Samar Singh,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
MP015100,Shri Samar Singh,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Ordinary,Supremo
MP015300,Shri Op Mehra,Madhya Pradesh,0,Diploma,Development Economics,Social Science and Liberal Arts,Ordinary,Supremo
MP015300,Shri Op Mehra,Madhya Pradesh,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
MP015300,Shri Op Mehra,Madhya Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,Ordinary,Supremo
MP015400,Shri R Prasad,Madhya Pradesh,0,Diploma,Ayurvedic,Others,Second,Supremo
MP015400,Shri R Prasad,Madhya Pradesh,1,P.G.,Business Admn.,"Governance, Law and Management",Second,Supremo
MP015400,Shri R Prasad,Madhya Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
OR010000,Shri N Mohanty,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010000,Shri N Mohanty,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,-,Supremo
OR010000,Shri N Mohanty,Odisha,2,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
OR010100,Shri Mp Modi,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010100,Shri Mp Modi,Odisha,1,P.G.,Political Sc.,Social Science and Liberal Arts,First,Supremo
OR010100,Shri Mp Modi,Odisha,2,P.G.,Public Admn,"Governance, Law and Management",Ordinary,Supremo
OR010200,Shri Sk Basu,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010300,Dr. Dr F A Moses,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010300,Dr. Dr F A Moses,Odisha,1,M.Phil.,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
OR010300,Dr. Dr F A Moses,Odisha,2,P.G.,Economic Dev.,Social Science and Liberal Arts,First,Supremo
OR010300,Dr. Dr F A Moses,Odisha,3,Ph. D.,Business Admn.,"Governance, Law and Management",Ordinary,Supremo
OR010400,Shri Pk Dey,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010500,Shri Sr Vala,Odisha,0,Graduate,History,Social Science and Liberal Arts,First,Supremo
OR010600,Dr. Rk Nayak,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
OR010600,Dr. Rk Nayak,Odisha,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
OR010600,Dr. Rk Nayak,Odisha,2,Ph. D.,Public Admn,"Governance, Law and Management",Ordinary,Supremo
PB005300,Shri A S Pooni,Punjab,0,Graduate,English,Languages and Fine Arts,First,Supremo
PB005300,Shri A S Pooni,Punjab,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
PB005400,Shri A C Sen,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
PB005400,Shri A C Sen,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First,Supremo
PB005500,Shri M M Singh,Punjab,0,Graduate,English,Languages and Fine Arts,Second,Supremo
PB005500,Shri M M Singh,Punjab,1,P.G.,English Lit,Languages and Fine Arts,Second,Supremo
PB005600,Shri Hardial Singh,Punjab,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
PB005600,Shri Hardial Singh,Punjab,1,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary,Supremo
PB005700,Shri Hari Ram,Punjab,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
PB005700,Shri Hari Ram,Punjab,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
RJ011200,Shri Rs Kumat,Rajasthan,0,Graduate,Commerce,Finance,Second,Supremo
RJ011200,Shri Rs Kumat,Rajasthan,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
RJ011300,Shri Kk Bhatnagar,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,Second,Supremo
RJ011300,Shri Kk Bhatnagar,Rajasthan,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
RJ011400,Shri Mahendra Singh,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,Second,Supremo
RJ011400,Shri Mahendra Singh,Rajasthan,1,P.G.,History,Social Science and Liberal Arts,Second,Supremo
SK000500,Shri Kc Pradhan,Sikkim,0,Graduate,Biology,Natural Sciences,Second,Supremo
SK000500,Shri Kc Pradhan,Sikkim,1,P.G.,Forestry,Others,Ordinary,Supremo
TN011300,Shri C Ramachandran,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
TN011300,Shri C Ramachandran,Tamil Nadu,1,P.G.,English Lit,Languages and Fine Arts,First,Supremo
TN011400,Shri As Padmanabhan,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
AM007500,Shri Bhaskar Barua,Assam Meghalya,0,Diploma,Dev Adm,"Governance, Law and Management",Ordinary,Supremo
AM007500,Shri Bhaskar Barua,Assam Meghalya,1,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
AM007600,Shri Kk Sinha,Assam Meghalya,0,Graduate,Chemistry,Natural Sciences,Second,Supremo
AM007600,Shri Kk Sinha,Assam Meghalya,1,P.G.,Chemistry,Natural Sciences,First,Supremo
AM007700,Shri Ks Rao,Assam Meghalya,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
AM007700,Shri Ks Rao,Assam Meghalya,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
AM007800,Dr. Dr J K Bagchi,Assam Meghalya,0,Graduate,Law,"Governance, Law and Management",First,Supremo
AM007800,Dr. Dr J K Bagchi,Assam Meghalya,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
AM007800,Dr. Dr J K Bagchi,Assam Meghalya,2,P.G.,App.Mathematics,"Engineering, Technology and Mathematics",First,Supremo
AM007800,Dr. Dr J K Bagchi,Assam Meghalya,3,Ph. D.,Cooperation,"Governance, Law and Management",Ordinary,Supremo
AM007900,Shri Jm Phira,Assam Meghalya,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary,Supremo
AM007900,Shri Jm Phira,Assam Meghalya,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
AP013400,Shri T R Prasad,Andhra Pradesh,0,Graduate,Physics,Natural Sciences,First,Supremo
AP013400,Shri T R Prasad,Andhra Pradesh,1,P.G.,Physics,Natural Sciences,First,Supremo
AP013500,Shri Rkr Gonela,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second,Supremo
AP013500,Shri Rkr Gonela,Andhra Pradesh,1,Graduate,Law,"Governance, Law and Management",Second,Supremo
AP013600,Shri Sr Govindarajan,Andhra Pradesh,0,Graduate,Commerce,Finance,First,Supremo
AP013600,Shri Sr Govindarajan,Andhra Pradesh,1,Graduate,Company Law,"Governance, Law and Management",First,Supremo
AP013600,Shri Sr Govindarajan,Andhra Pradesh,2,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First,Supremo
AP013600,Shri Sr Govindarajan,Andhra Pradesh,3,P.G.,Cost Acct,Finance,First,Supremo
AP013700,Shri Vk Srinivasan,Andhra Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,First,Supremo
AP013700,Shri Vk Srinivasan,Andhra Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second,Supremo
AP013800,Shri R Parthasarathi,Andhra Pradesh,0,Certificate,Electronics,"Engineering, Technology and Mathematics",Ordinary,Supremo
AP013800,Shri R Parthasarathi,Andhra Pradesh,1,Certificate,Marketing,"Governance, Law and Management",Ordinary,Supremo
AP013800,Shri R Parthasarathi,Andhra Pradesh,2,Graduate,Electronics,"Engineering, Technology and Mathematics",First,Supremo
AP013800,Shri R Parthasarathi,Andhra Pradesh,3,P.G.,Physics,Natural Sciences,First,Supremo
AP013900,Shri S Venkatramaiah,Andhra Pradesh,0,Graduate,Law,"Governance, Law and Management",First,Supremo
AP013900,Shri S Venkatramaiah,Andhra Pradesh,1,Graduate,Sanskrit,Languages and Fine Arts,Second,Supremo
AP013900,Shri S Venkatramaiah,Andhra Pradesh,2,P.G.,Law,"Governance, Law and Management",Ordinary,Supremo
AP013900,Shri S Venkatramaiah,Andhra Pradesh,3,P.G.,Sanskrit,Languages and Fine Arts,Second,Supremo
AP014000,Shri S Kasipandian,Andhra Pradesh,0,Diploma,Dev Adm,"Governance, Law and Management",Third,Supremo
AP014000,Shri S Kasipandian,Andhra Pradesh,1,Graduate,English,Languages and Fine Arts,Third,Supremo
AP014000,Shri S Kasipandian,Andhra Pradesh,2,Graduate,Law,"Governance, Law and Management",Third,Supremo
AP014000,Shri S Kasipandian,Andhra Pradesh,3,P.G.,Economics,Social Science and Liberal Arts,Third,Supremo
AP014001,Shri Gk Reddy,Andhra Pradesh,0,Diploma,Cooperation,"Governance, Law and Management",Ordinary,Supremo
AP014001,Shri Gk Reddy,Andhra Pradesh,1,Diploma,Economic Dev.,Social Science and Liberal Arts,Ordinary,Supremo
AP014001,Shri Gk Reddy,Andhra Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,Second,Supremo
BH016200,Shri P C Singh,Bihar,0,Graduate,English Lit,Languages and Fine Arts,First,Supremo
BH016200,Shri P C Singh,Bihar,1,P.G.,Philosophy,Social Science and Liberal Arts,First,Supremo
BH016300,Shri Sp Jakhanwal,Bihar,0,Diploma,Indl.dev.,"Governance, Law and Management",First,Supremo
BH016300,Shri Sp Jakhanwal,Bihar,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",First,Supremo
